#Energy           TDOS-UP         TDOS-DOWN
6.238292        4.990000        6.052000
6.269292        5.095000        5.921000
6.300292        4.722000        6.849000
6.331292        4.897000        5.756000
6.362292        6.481000        6.536000
6.393292        4.822000        5.010000
6.424292        4.704000        5.516000
6.455292        4.401000        5.292000
6.486292        3.846000        4.535000
6.517292        5.119000        7.693000
6.548292        4.688000        4.068000
6.579292        4.170000        4.283000
6.610292        4.263000        4.351000
6.641292        4.261000        4.228000
6.672292        4.783000        5.375000
6.703292        5.991000        7.303000
6.734292        5.268000        7.616000
6.765292        5.157000        5.581000
6.796292        5.183000        4.978000
6.827292        4.782000        4.935000
6.858292        5.040000        5.918000
6.889292        4.595000        5.671000
6.920292        4.963000        5.508000
6.951292        4.392000        5.155000
6.982292        4.494000        4.998000
7.013292        4.763000        4.476000
7.044292        5.398000        4.640000
7.075292        5.630000        4.926000
7.106292        5.807000        5.270000
7.137292        5.432000        5.947000
7.168292        5.544000        5.697000
7.199292        5.755000        5.242000
7.230292        6.040000        4.366000
7.261292        5.095000        4.748000
7.292292        5.091000        4.220000
7.323292        6.005000        4.150000
7.354292        6.722000        4.026000
7.385292        6.254000        5.788000
7.416292        6.674000        6.395000
7.447292        7.226000        8.323000
7.478292        7.960000        6.569000
7.509292        7.685000        7.017000
7.540292        6.695000        7.095000
7.571292        6.171000        7.327000
7.602292        6.014000        5.653000
7.633292        6.122000        4.887000
7.664292        6.879000        6.359000
7.695292        6.206000        4.861000
7.726292        5.653000        6.076000
7.757292        4.712000        4.400000
7.788292        3.763000        3.659000
7.819292        3.676000        2.742000
7.850292        3.663000        2.373000
7.881292        2.937000        1.797000
7.912292        2.646000        1.466000
7.943292        2.491000        1.121000
7.974292        2.322000        1.058000
8.005292        2.010000        0.910400
8.036292        1.768000        0.847800
8.067292        1.607000        0.652900
8.098292        1.471000        0.505500
8.129292        1.344000        0.419400
8.160292        1.556000        0.389600
8.191292        1.219000        0.501900
8.221292        1.049000        0.499300
8.252292        0.940300        0.473200
8.283292        0.805700        0.525300
8.314292        0.557200        0.511700
8.345292        0.380300        0.314200
8.376292        0.253500        0.248500
8.407292        0.332900        0.221000
8.438292        0.273100        0.193500
8.469292        0.159200        0.238100
8.500292        0.077170        0.338600
8.531292        0.053720        0.187000
8.562292        0.122800        0.130800
8.593292        0.000000        0.050890
8.624292        0.000000        0.118600
8.655292        0.000000        0.000000
8.686292        0.000000        0.000000
8.717292        0.000000        0.000000
8.748292        0.000000        0.000000
8.779292        0.000000        0.000000
8.810292        0.000000        0.000000
8.841292        0.000000        0.000000
8.872292        0.000000        0.000000
8.903292        0.000000        0.000000
8.934292        0.000000        0.000000
8.965292        0.000000        0.000000
8.996292        0.000000        0.000000
9.027292        0.000000        0.000000
9.058292        0.000000        0.000000
9.089292        0.000000        0.000000
9.120292        0.000000        0.000000
9.151292        0.000000        0.000000
9.182292        0.000000        0.000000
9.213292        0.000000        0.000000
9.244292        0.000000        0.000000
9.275292        0.000000        0.000000
9.306292        0.000000        0.000000
9.337292        0.000000        0.000000
9.368292        0.000000        0.000000
9.399292        0.000000        0.000000
9.430292        0.000000        0.000000
9.461292        0.000000        0.000000
9.492292        0.000000        0.000000
9.523292        0.000000        0.000000
9.554292        0.000000        0.000000
9.585292        0.000000        0.000000
9.616292        0.000000        0.000000
9.647292        0.000000        0.000000
9.678292        0.000000        0.000000
9.709292        0.000000        0.000000
9.740292        0.000000        0.000000
9.771292        0.000000        0.000000
9.802292        0.000000        0.000000
9.833292        0.000000        0.000000
9.864292        0.000000        0.000000
9.895292        0.000000        0.000000
9.926292        0.000000        0.000000
9.957292        0.000000        0.000000
9.988292        0.000000        0.000000
10.019292        0.000000        0.000000
10.050292        0.000000        0.000000
